01-01-2019, -39.86
02-01-2019, 3.40
03-01-2019, -7.61
04-01-2019, -4.18
05-01-2019, -22.36
06-01-2019, -31.80
07-01-2019, -6.20
08-01-2019, -5.80
09-01-2019, -34.35
10-01-2019, -6.13
11-01-2019, 4.15
12-01-2019, 1.93
13-01-2019, -30.55
14-01-2019, -39.49
15-01-2019, -39.44
16-01-2019, -25.74
17-01-2019, -18.59
18-01-2019, -26.62
19-01-2019, -38.36
20-01-2019, -4.30
21-01-2019, -30.72
22-01-2019, -30.59
23-01-2019, 2.59
24-01-2019, 3.44
25-01-2019, -16.54
26-01-2019, -33.31
27-01-2019, -16.18
28-01-2019, 11.81
29-01-2019, -4.77
30-01-2019, -33.18
31-01-2019, -18.70
01-02-2019, -33.88
02-02-2019, -21.56
03-02-2019, -1.10
04-02-2019, -7.35
05-02-2019, -11.33
06-02-2019, -10.80
07-02-2019, -17.96
08-02-2019, -39.72
09-02-2019, 0.27
10-02-2019, -7.75
11-02-2019, 0.05
12-02-2019, -15.81
13-02-2019, -30.37
14-02-2019, 1.33
15-02-2019, -30.14
16-02-2019, -26.21
17-02-2019, -12.11
18-02-2019, -25.67
19-02-2019, -26.08
20-02-2019, -34.86
21-02-2019, -19.79
22-02-2019, -3.83
23-02-2019, -14.97
24-02-2019, 3.32
25-02-2019, -39.68
26-02-2019, -3.95
27-02-2019, -25.41
28-02-2019, -19.08
29-02-2019, -25.68
30-02-2019, 3.09
31-02-2019, -36.13
32-02-2019, -7.47
33-02-2019, 1.56
34-02-2019, -0.29
35-02-2019, 4.49
36-02-2019, -13.25
37-02-2019, -38.01
38-02-2019, -8.17
39-02-2019, -4.29
40-02-2019, -2.76
41-02-2019, 1.43
42-02-2019, -19.78
43-02-2019, -32.56
44-02-2019, -39.22
45-02-2019, -32.67
46-02-2019, -57.41
47-02-2019, 0.60
48-02-2019, -10.67
49-02-2019, -5.88
50-02-2019, -37.60
51-02-2019, -26.45
52-02-2019, -33.94
53-02-2019, -10.42
54-02-2019, -29.43
55-02-2019, -21.39
56-02-2019, -36.64
01-03-2019, 0.06
02-03-2019, 2.33
03-03-2019, 0.17
04-03-2019, -1.66
05-03-2019, 3.53
06-03-2019, -44.14
07-03-2019, 2.63
08-03-2019, 4.03
09-03-2019, -0.30
10-03-2019, 4.22
11-03-2019, -0.29
12-03-2019, -3.98
13-03-2019, 4.26
14-03-2019, -2.37
15-03-2019, -2.97
16-03-2019, -4.54
17-03-2019, 1.27
18-03-2019, 3.98
19-03-2019, -2.36
20-03-2019, -55.13
21-03-2019, -1.74
22-03-2019, 2.70
23-03-2019, 3.65
24-03-2019, 2.04
25-03-2019, -2.60
26-03-2019, -1.11
27-03-2019, 1.09
28-03-2019, -45.87
29-03-2019, 3.17
30-03-2019, 1.73
31-03-2019, -0.69
01-04-2019, -1.16
02-04-2019, 4.38
03-04-2019, -2.58
04-04-2019, 2.66
05-04-2019, -4.08
06-04-2019, 4.97
07-04-2019, 2.36
08-04-2019, -2.41
09-04-2019, 4.58
10-04-2019, -2.20
11-04-2019, -48.16
12-04-2019, -4.17
13-04-2019, 1.17
14-04-2019, -4.66
15-04-2019, 0.06
16-04-2019, -4.15
17-04-2019, -0.17
18-04-2019, 2.99
19-04-2019, 3.65
20-04-2019, 3.38
21-04-2019, -1.79
22-04-2019, -1.00
23-04-2019, 3.49
24-04-2019, -2.37
25-04-2019, 2.13
26-04-2019, -19.50
27-04-2019, -2.10
28-04-2019, -1.77
29-04-2019, -0.98
30-04-2019, 4.10
01-05-2019, 2.55
02-05-2019, -1.84
03-05-2019, -3.03
04-05-2019, -19.81
05-05-2019, 3.35
06-05-2019, 4.30
07-05-2019, -4.13
08-05-2019, 0.79
09-05-2019, 4.50
10-05-2019, 0.89
11-05-2019, 1.71
12-05-2019, -1.74
13-05-2019, -4.63
14-05-2019, -1.57
15-05-2019, 0.03
16-05-2019, -1.56
17-05-2019, 4.65
18-05-2019, 1.01
19-05-2019, 3.47
20-05-2019, -4.13
21-05-2019, -0.56
22-05-2019, -3.50
23-05-2019, 4.26
24-05-2019, -0.94
25-05-2019, 2.25
26-05-2019, 2.75
27-05-2019, 0.10
28-05-2019, -2.21
29-05-2019, 0.96
30-05-2019, 2.38
31-05-2019, -1.15
01-06-2019, 27.71
02-06-2019, 20.12
03-06-2019, 11.99
04-06-2019, 6.09
05-06-2019, 24.11
06-06-2019, 39.24
07-06-2019, 16.14
08-06-2019, 21.26
09-06-2019, -21.02
10-06-2019, -0.46
11-06-2019, 9.89
12-06-2019, 6.62
13-06-2019, 2.60
14-06-2019, 40.21
15-06-2019, 44.70
16-06-2019, 49.76
17-06-2019, 49.01
18-06-2019, 31.98
19-06-2019, 43.84
20-06-2019, 12.01
21-06-2019, 16.75
22-06-2019, 33.45
23-06-2019, 5.19
24-06-2019, 3.62
25-06-2019, 34.02
26-06-2019, 4.19
27-06-2019, 18.02
28-06-2019, 45.34
29-06-2019, 21.80
30-06-2019, 16.74
01-07-2019, 9.52
02-07-2019, 27.76
03-07-2019, 28.66
04-07-2019, 44.03
05-07-2019, 2.00
06-07-2019, 30.00
07-07-2019, 35.84
08-07-2019, 33.10
09-07-2019, 35.88
10-07-2019, 49.50
11-07-2019, 40.45
12-07-2019, 49.18
13-07-2019, 45.09
14-07-2019, 48.90
15-07-2019, 18.81
16-07-2019, 34.66
17-07-2019, 31.24
18-07-2019, 38.34
19-07-2019, 34.39
20-07-2019, 5.91
21-07-2019, -4.76
22-07-2019, 3.38
23-07-2019, 46.28
24-07-2019, 33.66
25-07-2019, 48.55
26-07-2019, 35.19
27-07-2019, 15.03
28-07-2019, 11.76
29-07-2019, 16.67
30-07-2019, 22.48
31-07-2019, 29.41
01-08-2019, 28.54
02-08-2019, 14.86
03-08-2019, 18.31
04-08-2019, 11.62
05-08-2019, 39.67
06-08-2019, 19.52
07-08-2019, 19.76
08-08-2019, 49.60
09-08-2019, 28.33
10-08-2019, 21.38
11-08-2019, 23.74
12-08-2019, 1.12
13-08-2019, 16.79
14-08-2019, 43.73
15-08-2019, 11.27
16-08-2019, -0.69
17-08-2019, 24.08
18-08-2019, 14.29
19-08-2019, 0.37
20-08-2019, 48.08
21-08-2019, 43.24
22-08-2019, 27.67
23-08-2019, 2.17
24-08-2019, 2.73
25-08-2019, 91.44
26-08-2019, 39.48
27-08-2019, 7.24
28-08-2019, 7.83
29-08-2019, 1.18
30-08-2019, 26.51
31-08-2019, -55.46
01-09-2019, 0.81
02-09-2019, -3.24
03-09-2019, -37.37
04-09-2019, 2.62
05-09-2019, 1.69
06-09-2019, -3.94
07-09-2019, 2.60
08-09-2019, -3.81
09-09-2019, 4.26
10-09-2019, -3.42
11-09-2019, -3.76
12-09-2019, -1.43
13-09-2019, 0.79
14-09-2019, 0.98
15-09-2019, 4.86
16-09-2019, 0.12
17-09-2019, -3.70
18-09-2019, 3.26
19-09-2019, 4.75
20-09-2019, -0.96
21-09-2019, -0.92
22-09-2019, -4.33
23-09-2019, -1.63
24-09-2019, 3.28
25-09-2019, -3.38
26-09-2019, -4.15
27-09-2019, 1.76
28-09-2019, 0.65
29-09-2019, 4.06
30-09-2019, -4.67
01-10-2019, 2.28
02-10-2019, -1.92
03-10-2019, 4.03
04-10-2019, -0.69
05-10-2019, -0.97
06-10-2019, 4.29
07-10-2019, -3.08
08-10-2019, 1.10
09-10-2019, 3.27
10-10-2019, 0.26
11-10-2019, -3.33
12-10-2019, 2.98
13-10-2019, -1.08
14-10-2019, -1.19
15-10-2019, -3.09
16-10-2019, 0.72
17-10-2019, 4.19
18-10-2019, -1.79
19-10-2019, -2.42
20-10-2019, 0.19
21-10-2019, 4.37
22-10-2019, -3.18
23-10-2019, 1.28
24-10-2019, -2.84
25-10-2019, 0.02
26-10-2019, -1.74
27-10-2019, -4.93
28-10-2019, 3.06
29-10-2019, 2.05
30-10-2019, -4.19
31-10-2019, -4.61
01-11-2019, -1.51
02-11-2019, -0.36
03-11-2019, -3.05
04-11-2019, -0.43
05-11-2019, 4.94
06-11-2019, -0.32
07-11-2019, -0.69
08-11-2019, 2.31
09-11-2019, -0.89
10-11-2019, 3.55
11-11-2019, 0.80
12-11-2019, -4.47
13-11-2019, 2.85
14-11-2019, 0.13
15-11-2019, -0.70
16-11-2019, -0.32
17-11-2019, 2.83
18-11-2019, 1.16
19-11-2019, -2.31
20-11-2019, 3.41
21-11-2019, -2.91
22-11-2019, 36.38
23-11-2019, 3.36
24-11-2019, 1.70
25-11-2019, -0.77
26-11-2019, -38.02
27-11-2019, 1.60
28-11-2019, -4.92
29-11-2019, 1.05
30-11-2019, -2.60
01-12-2019, -14.47
02-12-2019, -33.88
03-12-2019, -38.94
