01-01-2010, -28.18
02-01-2010, -59.43
03-01-2010, -12.87
04-01-2010, -4.96
05-01-2010, -30.18
06-01-2010, -35.99
07-01-2010, -9.43
08-01-2010, -19.03
09-01-2010, -38.23
10-01-2010, -1.70
11-01-2010, -20.12
12-01-2010, -15.57
13-01-2010, 43.00
14-01-2010, -33.27
15-01-2010, -38.94
16-01-2010, -1.27
17-01-2010, -37.09
18-01-2010, -27.57
19-01-2010, 33.93
20-01-2010, -38.95
21-01-2010, -37.85
22-01-2010, -29.13
23-01-2010, 0.46
24-01-2010, -32.98
25-01-2010, -15.23
26-01-2010, 1.84
27-01-2010, -35.00
28-01-2010, -7.57
29-01-2010, -19.25
30-01-2010, 2.59
31-01-2010, -21.77
01-02-2010, -19.38
02-02-2010, -10.02
03-02-2010, -64.68
04-02-2010, -35.59
05-02-2010, -14.88
06-02-2010, -5.73
07-02-2010, -37.95
08-02-2010, -14.02
09-02-2010, 1.39
10-02-2010, 4.94
11-02-2010, -36.34
12-02-2010, -9.18
13-02-2010, -26.52
14-02-2010, -2.02
15-02-2010, -28.82
16-02-2010, -25.13
17-02-2010, -33.31
18-02-2010, -4.95
19-02-2010, -11.22
20-02-2010, -16.46
21-02-2010, -18.33
22-02-2010, 0.49
23-02-2010, -29.42
24-02-2010, -3.91
25-02-2010, -27.98
26-02-2010, -26.04
27-02-2010, -30.57
28-02-2010, 3.30
29-02-2010, -36.14
30-02-2010, 2.35
31-02-2010, -36.75
32-02-2010, -13.62
33-02-2010, -10.98
34-02-2010, -36.41
35-02-2010, -38.77
36-02-2010, -5.27
37-02-2010, -7.15
38-02-2010, 0.13
39-02-2010, -26.10
40-02-2010, -39.27
41-02-2010, -14.80
42-02-2010, -0.29
43-02-2010, -19.28
44-02-2010, -12.78
45-02-2010, 3.24
46-02-2010, -20.49
47-02-2010, -38.79
48-02-2010, -37.34
49-02-2010, -28.74
50-02-2010, -19.54
51-02-2010, -30.66
52-02-2010, -33.33
53-02-2010, -22.51
54-02-2010, -34.36
55-02-2010, -20.42
56-02-2010, -35.13
01-03-2010, 1.69
02-03-2010, -2.74
03-03-2010, 3.36
04-03-2010, 3.59
05-03-2010, 1.34
06-03-2010, -1.24
07-03-2010, 4.10
08-03-2010, 2.48
09-03-2010, -2.27
10-03-2010, -3.48
11-03-2010, -3.33
12-03-2010, 3.84
13-03-2010, 1.57
14-03-2010, 3.04
15-03-2010, 4.39
16-03-2010, -3.07
17-03-2010, 2.37
18-03-2010, 4.23
19-03-2010, 4.16
20-03-2010, 1.28
21-03-2010, 3.84
22-03-2010, 3.52
23-03-2010, -3.05
24-03-2010, 4.26
25-03-2010, 0.02
26-03-2010, -1.54
27-03-2010, 2.73
28-03-2010, 2.12
29-03-2010, -3.05
30-03-2010, -3.19
31-03-2010, 0.78
01-04-2010, 54.79
02-04-2010, -1.27
03-04-2010, 1.81
04-04-2010, 1.30
05-04-2010, 2.73
06-04-2010, -1.89
07-04-2010, 1.71
08-04-2010, -1.24
09-04-2010, 4.45
10-04-2010, 1.76
11-04-2010, -2.43
12-04-2010, 1.19
13-04-2010, 4.97
14-04-2010, 2.56
15-04-2010, -2.41
16-04-2010, -2.45
17-04-2010, 4.22
18-04-2010, 3.44
19-04-2010, -0.58
20-04-2010, 51.99
21-04-2010, -1.39
22-04-2010, -1.94
23-04-2010, -2.93
24-04-2010, 0.11
25-04-2010, 3.33
26-04-2010, -2.60
27-04-2010, -1.18
28-04-2010, 0.44
29-04-2010, 2.83
30-04-2010, -4.45
01-05-2010, -4.52
02-05-2010, 2.39
03-05-2010, -4.44
04-05-2010, 1.33
05-05-2010, 1.10
06-05-2010, 4.46
07-05-2010, 3.85
08-05-2010, 0.58
09-05-2010, 1.01
10-05-2010, -4.99
11-05-2010, -1.80
12-05-2010, 1.27
13-05-2010, -1.70
14-05-2010, 1.55
15-05-2010, 3.56
16-05-2010, -1.17
17-05-2010, -1.11
18-05-2010, 2.24
19-05-2010, 1.87
20-05-2010, -1.17
21-05-2010, 4.60
22-05-2010, 1.67
23-05-2010, -3.60
24-05-2010, -4.62
25-05-2010, 1.55
26-05-2010, -1.57
27-05-2010, -42.12
28-05-2010, -1.54
29-05-2010, -4.47
30-05-2010, 1.47
31-05-2010, 3.05
01-06-2010, 7.12
02-06-2010, -1.57
03-06-2010, 47.79
04-06-2010, 49.28
05-06-2010, 31.49
06-06-2010, 16.34
07-06-2010, 1.14
08-06-2010, 39.07
09-06-2010, 20.64
10-06-2010, 30.67
11-06-2010, 37.96
12-06-2010, 36.31
13-06-2010, 27.98
14-06-2010, 30.01
15-06-2010, 68.59
16-06-2010, 16.61
17-06-2010, 29.87
18-06-2010, 27.91
19-06-2010, 47.74
20-06-2010, 0.99
21-06-2010, 24.89
22-06-2010, 20.42
23-06-2010, 49.47
24-06-2010, 14.16
25-06-2010, 49.11
26-06-2010, 41.53
27-06-2010, 38.57
28-06-2010, 13.45
29-06-2010, 8.76
30-06-2010, 19.53
01-07-2010, 8.57
02-07-2010, 48.34
03-07-2010, 28.85
04-07-2010, 5.99
05-07-2010, -0.62
06-07-2010, 16.95
07-07-2010, 1.22
08-07-2010, 30.25
09-07-2010, -3.70
10-07-2010, 25.52
